id;name;molweight;critical temperature (K);acentric factor;boiling point (K)
3306;3-methyl-2-propylnaphthalene;184.28104;812.35;0.537;585.41
3307;3-methyl-2-propylphenol;150.22056;762.45;0.541;535
3308;3-methyl-2-thiahexane;118.24316;608.92;0.351;412.15
3309;3-methyl-2-thiapentane;104.21628;585;0.266;385.15
3310;3-methyl-3,4-diethylheptane;170.33844;649.4;0.461;474.15
3311;3-methyl-3,4-diethylhexane;156.31156;638.91;0.419;459.15
3312;3-methyl-3,5-diethylheptane;170.33844;643.92;0.461;470.15
3313;3-methyl-3-butenoic acid;100.11732;676;0.399;450
3314;3-methyl-3-ethyl-1-pentanol;130.23032;608.48;0.738;448
3315;3-methyl-3-ethyl-1-pentene;112.21504;567.4;0.297;385.15
3316;3-methyl-3-ethyl-2-pentanol;130.23032;591.48;0.706;433
3317;3-methyl-3-ethylnonane;170.33844;649.73;0.489;477.15
3318;3-methyl-3-ethyloctane;156.31156;634.5;0.448;458.85
3319;3-methyl-3-ethylpentane;114.23092;576.5;0.305;391.42
3320;3-methyl-3-heptanol;130.23032;589.67;0.738;434.15
3321;3-methyl-3-heptene;112.21504;564.74;0.328;394.15
3322;3-methyl-3-hexanol;116.20344;573.58;0.695;415.95
3323;3-methyl-3-nonanol;158.28408;637.32;0.819;482
3324;3-methyl-3-octanol;144.2572;618.98;0.78;462.15
3325;3-methyl-3-pentanol;102.17656;575.6;0.432;394.06
3326;3-methyl-3-pentyl acetate;144.21384;618;0.54;421.15
3327;3-methyl-4,4-diethylheptane;170.33844;653.51;0.461;477.15
3328;3-methyl-4,4-diethylhexane;156.31156;644.47;0.419;463.15
3329;3-methyl-4,5-diethylheptane;170.33844;641.61;0.491;471.15
3330;3-methyl-4-ethyl thiophene;126.2224;641.79;0.342;438.65
3331;3-methyl-4-ethyl-3-hexanol;144.2572;608.58;0.748;452
3332;3-methyl-4-ethylnonane;170.33844;642.08;0.519;474.15
3333;3-methyl-4-ethyloctane;156.31156;625.61;0.478;455.15
3334;3-methyl-4-ethylphenol;136.19368;730.79;0.495;503.15
3335;3-methyl-4-heptanol;130.23032;591.45;0.773;437.85
3336;3-methyl-4-heptanol, (R*,S*)-(±);130.23032;600.92;0.733;435.15
3337;3-methyl-4-heptanone;128.21444;624;0.528;426.15
3338;3-methyl-4-isopropylheptane;156.31156;622.52;0.449;450.15
3339;3-methyl-4-isopropyloctane;170.33844;637.53;0.491;468.15
3340;3-methyl-4-isopropylphenol;150.22056;732.05;0.509;510
3341;3-methyl-4-octanol;144.2572;603.88;0.814;453.15
3342;3-methyl-4-octanone;142.24132;629.65;0.541;447.15
3343;3-methyl-4-propylheptane;156.31156;621.49;0.478;452.15
3344;3-methyl-4-propyloctane;170.33844;636.66;0.519;470.15
3345;3-methyl-4-propylphenol;150.22056;762.45;0.541;535
3346;3-methyl-4-tert-butylheptane;170.33844;638.14;0.432;463.15
3347;3-methyl-5,5-diethylheptane;170.33844;646.66;0.461;472.15
3348;3-methyl-5-ethylnonane;170.33844;633.95;0.519;468.15
3349;3-methyl-5-ethyloctane;156.31156;617.37;0.478;449.15
3350;3-methyl-5-ethylphenol;136.19368;739.51;0.495;509.15
3351;3-methyl-5-ethylthiophene;126.2224;641.79;0.342;427.35
3352;3-methyl-5-isopropyloctane;170.33844;633.44;0.491;465.15
3353;3-methyl-5-isopropylphenol;150.22056;738.01;0.509;514.15
3354;3-methyl-5-nonanol;158.28408;634.39;0.852;482
3355;3-methyl-5-propyloctane;170.33844;632.6;0.519;467.15
3356;3-methyl-5-propylphenol;150.22056;756.97;0.541;531.15
3357;3-methyl-6-ethylnonane;170.33844;639.37;0.519;472.15
3358;3-methyl-6-ethyloctane;156.31156;625.61;0.478;455.15
3359;3-methyl-6-ethylphenol;136.19368;722.37;0.495;497.35
3360;3-methyl-7-ethylnonane;170.33844;640.72;0.519;473.15
3361;3-methyl-N,N-dimethylaniline;135.20896;705.58;0.413;485.15
3362;3-methyl-cis-2-heptene;112.21504;574.35;0.351;395.15
3363;3-methyl-cis-2-hexene;98.18816;549.51;0.307;370.41
3364;3-methyl-cis-2-pentene;84.16128;515;0.259;340.85
3365;3-methyl-cis-3-heptene;112.21504;572.89;0.351;394.15
3366;3-methyl-cis-3-hexene;98.18816;546.75;0.307;368.55
3367;3-methyl-trans-2-heptene;112.21504;574.35;0.351;395.15
3368;3-methyl-trans-2-hexene;98.18816;546.42;0.307;368.33
3369;3-methyl-trans-2-pentene;84.16128;517;0.263;343.59
3370;3-methyl-trans-3-heptene;112.21504;572.89;0.351;394.15
3371;3-methyl-trans-3-hexene;98.18816;543.99;0.307;366.69
3372;3-methylamino-1,2-propanediol;105.13688;715;1.046;520.15
3373;3-methylbenzaldehyde;120.15092;691;0.433;472.15
3374;3-methylbenzenemethanol;122.1668;681;0.751;490.15
3375;3-methylbiphenyl;168.23828;801;0.418;545.85
3376;3-methylbutanal;86.1338;544.62;0.388;365.75
3377;3-methylbutanenitrile;83.1332;593.3;0.397;403.65
3378;3-methylbutanoic acid;102.1332;629.09;0.682;449.68
3379;3-methylbutyl butanoate;158.24072;619;0.694;452.15
3380;3-methylbutylamine;87.16496;544.9;0.416;370.15
3381;"3-methylcyclohexanol; (cis+trans)";114.18756;635;0.685;440.25
3382;3-methylcyclohexene;96.17228;578.88;0.241;375.62
3383;3-methylcyclohexene, (±);96.17228;583.04;0.241;377.15
3384;3-methylcyclohexylamine;113.20284;622;0.386;423.15
3385;3-methylcyclopentene;82.1454;526;0.23;338.05
3386;3-methyldecane;156.31156;632.86;0.507;463.15
3387;3-methyldiphenylmethane;182.26516;782.37;0.478;552.39
3388;3-methyldodecane;184.36532;669.09;0.586;503.45
3389;3-methylfuran;82.10204;528.6;0.289;338.65
3390;3-methylheptadecane;254.49972;740.59;0.727;586.15
3391;3-methylheptane;114.23092;563.67;0.372;392.08
3392;3-methylhexadecane;240.47284;727.5;0.708;571.15
3393;3-methylhexanal;114.18756;593;0.464;416
3394;3-methylhexane;100.20404;535.2;0.32;365
3395;3-methylhexane, (S)-;100.20404;532.41;0.301;365.15
3396;3-methylhexanoic acid;130.18696;680;0.717;486.15
3397;3-methylisoquinoline;143.1882;778.59;0.428;522.15
3398;3-methylnonadecane;282.55348;764.46;0.748;613.15
3399;3-methylnonane;142.28468;613;0.465;440.95
3400;3-methylnonanoic acid;172.2676;713;0.877;473.73
3401;3-methyloctadecane;268.5266;752.9;0.741;600.15
3402;3-methyloctane;128.2578;590.15;0.412;417.38
3403;3-methyloctanoic acid;158.24072;703;0.831;456.91
3404;3-methylpentadecane;226.44596;713.56;0.683;555.15
3405;3-methylpentanal;100.16068;576.34;0.433;395.15
3406;3-methylpentane;86.17716;504.43;0.274;336.42
3407;3-methylpentanenitrile;97.16008;614.09;0.442;426.15
3408;3-methylpentanoic acid, (±);116.16008;661;0.652;470.65
3409;3-methylpyridine;93.12832;645;0.298;417.29
3410;3-methylpyrrole;81.11732;610;0.213;416.05
3411;3-methylquinoline;143.1882;770.99;0.452;525.45
3412;3-methyltetradecane;212.41908;700.41;0.654;539.45
3413;3-methyltetrahydrofuran;86.1338;639.01;0.264;411.15
3414;3-methylthiacyclohexane;116.22728;668.34;0.244;431.19
3415;3-methylthiacyclopentane;102.2004;646.2;0.229;411.49
3416;3-methylthiophene;98.16864;613;0.24;388.55
3417;3-methyltridecane;198.3922;685.13;0.622;521.85
3418;3-methylundecane;170.33844;655;0.552;483.95
3419;3-nitro-2-methylpentane;131.17476;634.74;0.491;443
3420;3-nitro-3-methylpentane;131.17476;639.34;0.458;443
3421;3-nitrobenzotrifluoride;191.1095096;667;0.536;475.93
3422;3-nitrohexane;131.17476;639;0.523;449.15
3423;3-nonadecyne;264.49484;760.66;0.728;600.15
3424;3-nonanol;144.2572;620.4;0.846;467.85
3425;3-nonanol, (±);144.2572;614.43;0.768;468.15
3426;3-nonanone;142.24132;629.65;0.541;463.15
3427;3-nonyne;124.22604;623.36;0.368;430.25
3428;3-octadecanol, (±);270.49912;775.45;0.847;604.43
3429;3-octadecanone;268.48324;758.47;0.838;607.48
3430;3-octadecyne;250.46796;750.52;0.707;587.15
3431;3-octanol;130.23032;601.72;0.806;447.85
3432;3-octanone;128.21444;624;0.528;440.65
3433;3-octyne;110.19916;600.66;0.324;406.29
3434;3-pentadecanol;228.41848;732.87;0.871;661.15
3435;3-pentadecyne;208.38732;717.83;0.616;544.15
3436;3-pentanamine;87.16496;525.16;0.379;362.15
3437;3-pentanethiol;104.21628;580;0.317;387.05
3438;3-phenylpentane;148.24804;665.05;0.413;464.15
3439;3-propoxy-1-propene;100.16068;536;0.38;364.15
3440;3-propyl-1-hexanol;144.2572;612.65;0.846;462
3441;3-propylphenol;136.19368;730.33;0.496;502.15
3442;3-propylthiophene;126.2224;652.99;0.342;434.15
3443;3-pyridinecarbonitrile;104.11124;703;0.422;474.15
3444;3-pyridinecarboxylic acid;123.11124;760;0.596;526
3445;3-sec-butylphenol;150.22056;733;0.51;510
3446;3-tert-butylphenol;150.22056;748.61;0.444;513.15
3447;3-tetradecanol;214.3916;736.2;0.686;552.35
3448;3-tetradecanone;212.37572;712.65;0.759;512.95
3449;3-tetradecyne;194.36044;705.58;0.579;528.15
3450;3-tridecanol;200.36472;724.8;0.642;531.15
3451;3-tridecanone;198.34884;707.26;0.727;538.47
3452;3-tridecyne;180.33356;692.34;0.539;511.15
3453;3-undecanol, (R)-;172.31096;696.85;0.596;502.15
3454;3-undecanone;170.29508;678.01;0.653;500.15
3455;3-undecene;154.29568;637.84;0.504;466.65
3456;3-undecyne;152.2798;661.12;0.456;473.15
3457;"4',4""-dimethyldiphenylmethane";196.29204;797.05;0.521;573.15
3458;4,4'-dimethylbiphenyl;182.26516;817.7;0.443;566.15
3459;4,4'-dinitrodiphenylamine;259.22128;926;1.025;709
3460;4,4'-dinitrotriphenylamine;335.31904;946;1.09;743
3461;4,4,5,5-tetramethyloctane;170.33844;655.89;0.403;473.15
3462;4,4,5-trimethylnonane;170.33844;645.29;0.461;471.15
3463;4,4,5-trimethyloctane;156.31156;630.56;0.419;453.15
3464;4,4,6-trimethylnonane;170.33844;635.7;0.461;464.15
3465;4,4-dichloroheptane;169.09356;654.02;0.442;454.15
3466;4,4-diethylheptane;156.31156;627.03;0.448;453.45
3467;4,4-diethyloctane;170.33844;644.29;0.489;473.15
3468;4,4-dimethyl-1-hexanol;130.23032;617.99;0.738;455
3469;4,4-dimethyl-1-hexene;112.21504;560.33;0.297;380.35
3470;4,4-dimethyl-1-pentanol;116.20344;597.3;0.695;433.15
3471;4,4-dimethyl-1-pentene;98.18816;520.28;0.253;345.67
3472;4,4-dimethyl-1-pentyne;96.17228;538.28;0.21;349.23
3473;4,4-dimethyl-2-hexanol;130.23032;594.21;0.706;435
3474;4,4-dimethyl-2-neopentyl-1-pentene;168.32256;656.77;0.548;488.99
3475;4,4-dimethyl-2-pentanol;116.20344;570.48;0.662;411.15
3476;4,4-dimethyl-2-pentanone;114.18756;580.9;0.387;398.15
3477;4,4-dimethyl-2-pentyne;96.17228;552.81;0.191;356.15
3478;4,4-dimethyl-2-thiapentane;118.24316;602.51;0.29;401.15
3479;4,4-dimethyl-3-ethyl-2-pentanol;144.2572;624.08;0.716;461
3480;4,4-dimethyl-3-ethylheptane;156.31156;624.99;0.419;449.15
3481;4,4-dimethyl-3-ethyloctane;170.33844;645.29;0.461;471.15
3482;4,4-dimethyl-3-hexanol;130.23032;590.31;0.706;432.15
3483;4,4-dimethyl-3-hexanone;128.21444;624;0.528;421.15
3484;4,4-dimethyl-3-isopropyl-1-pentanol;158.28408;608.9;0.757;456
3485;4,4-dimethyl-5-ethyloctane;170.33844;642.55;0.461;469.15
3486;4,4-dimethyl-6-ethyloctane;170.33844;635.7;0.461;464.15
3487;4,4-dimethyl-cis-2-hexene;112.21504;560.54;0.287;379.15
3488;4,4-dimethyl-cis-2-pentene;98.18816;534.97;0.244;353.58
3489;4,4-dimethyl-trans-2-hexene;112.21504;560.54;0.287;379.15
3490;4,4-dimethyl-trans-2-pentene;98.18816;528.63;0.243;349.89
3491;4,4-dimethylcyclohexene;110.19916;597.08;0.247;390.39
3492;4,4-dimethylcyclopentene;96.17228;559.35;0.232;361.15
3493;4,4-dimethyldecane;170.33844;642.92;0.489;472.15
3494;4,4-dimethylheptane;128.2578;585.4;0.364;408.36
3495;4,4-dimethylnonane;156.31156;623.85;0.448;451.15
3496;4,4-dimethyloctane;142.28468;606.9;0.402;430.66
3497;4,4-dimethylthiacyclohexane;130.25416;657.02;0.249;427.18
3498;4,5,5-trimethyl-1-hexanol;144.2572;639.75;0.748;475.15
3499;4,5,5-trimethylnonane;170.33844;645.29;0.461;471.15
3500;4,5,6-trimethylnonane;170.33844;641.61;0.491;471.15
3501;4,5-dibromooctane;272.02304;716.02;0.616;524.48
3502;4,5-diethyloctane;170.33844;636.66;0.519;470.15
3503;4,5-dimethyl-1-hexanol;130.23032;614.62;0.773;455
3504;4,5-dimethyl-1-hexene;112.21504;558.62;0.327;382.15
3505;4,5-dimethyl-1-octanol;158.28408;638.34;0.852;485
3506;4,5-dimethyl-2-hexanol;130.23032;590.87;0.741;435
3507;4,5-dimethyl-2-hexene;112.21504;564.74;0.328;383.15
3508;4,5-dimethyl-3-ethyloctane;170.33844;642.97;0.491;472.15
3509;4,5-dimethyl-3-hexanol;130.23032;582.72;0.741;429
3510;4,5-dimethyl-4-ethyloctane;170.33844;648.03;0.461;473.15
3511;4,5-dimethyl-cis-2-hexene;112.21504;562.01;0.317;383.15
3512;4,5-dimethyl-trans-2-hexene;112.21504;562.01;0.317;383.15
3513;4,5-dimethyldecane;170.33844;643.43;0.519;475.15
3514;4,5-dimethylnonane;156.31156;625.61;0.478;455.15
3515;4,5-dimethyloctane;142.28468;612.2;0.418;435.29
3516;4,5-dimethylquinoline;157.21508;773.01;0.497;538
3517;4,6,6-trimethyl-2-heptanol;158.28408;622.25;0.757;466
3518;4,6-dimethyl-1-ethylnaphthalene;184.28104;811.44;0.536;585.41
3519;4,6-dimethyl-1-heptanol;144.2572;606.35;0.814;455
3520;4,6-dimethyl-1-octanol;158.28408;638.34;0.852;485
3521;4,6-dimethyl-2-heptanol;144.2572;625.72;0.782;467.15
3522;4,6-dimethyl-4-octanol;158.28408;616.49;0.788;464
3523;4,6-dimethyldecane;170.33844;638.02;0.519;471.15
3524;4,6-dimethylnonane;156.31156;621.49;0.478;452.15
3525;4,6-dimethylquinoline;157.21508;783.28;0.497;545.15
3526;4,7-dimethyl-1-octanol;158.28408;638.34;0.852;485
3527;4,7-dimethyl-4-octanol;158.28408;618.02;0.788;465.15
3528;4,7-dimethyldecane;170.33844;639.37;0.519;472.15
3529;4,8-dimethylquinoline;157.21508;784.5;0.497;546
3530;4,cis-5-dimethylcyclohexene;110.19916;605.71;0.26;400.96
3531;4,trans-5-dimethylcyclohexene;110.19916;597.92;0.26;395.8
3532;4-(1,1-dimethylpropyl)-2-methylphenol;178.27432;755.67;0.59;533.15
3533;4-amino-1-butanol;89.13748;571.82;0.711;478.15
3534;4-amino-2-butanol;89.13748;571.82;0.711;426.84
3535;4-amino-4-methyl-2-pentanol;117.19124;681;0.97;447.5
3536;4-aminobutan-2-ol;89.13748;571.82;0.711;426.84
3537;4-bromo-1-butene;135.00358;571.36;0.323;371.95
3538;4-bromo-1-pentene;149.03046;581.77;0.337;384.15
3539;4-bromo-2-methyl-1-butene;149.03046;569.33;0.341;376.52
3540;4-bromo-2-pentene;149.03046;586.22;0.334;391.15
3541;4-bromo-3-methyl-1-butene;149.03046;569.74;0.337;376.2
3542;4-bromo-cis-2-pentene;149.03046;592.38;0.326;389.65
3543;4-bromo-trans-2-pentene;149.03046;592.38;0.326;389.65
3544;4-bromoheptane;179.1001;651;0.444;434.15
3545;4-butylaniline;149.23584;690;0.69;534.15
3546;4-butylphenol;150.22056;743.65;0.542;521.15
3547;4-chloro-1,2-butadiene;88.5364;525;0.193;361.15
3548;4-chloro-1-butene;90.55228;535.14;0.262;347.15
3549;4-chloro-1-pentene;104.57916;562.47;0.277;370.15
3550;4-chloro-2,2-dimethylpentane;134.6488;621.08;0.418;401.15
3551;4-chloro-2-hexene;118.60604;583.61;0.341;396.15
3552;4-chloro-2-methyl-1-butene;104.57916;569.17;0.281;375.15
3553;4-chloro-2-octene;146.6598;640.48;0.43;426.15
3554;4-chloro-2-pentene;104.57916;561.69;0.275;376.15
3555;4-chloro-3-heptene;132.63292;613.52;0.385;412.15
3556;4-chloro-3-methyl-1-butene;104.57916;554.87;0.277;365.15
3557;4-chloro-3-nitrobenzotrifluoride;225.5542696;686;0.607;495.15
3558;4-chloro-4-methylheptane;148.67568;642.41;0.462;442.45
3559;4-chloro-4-methyloctane;162.70256;661.88;0.505;470.76
3560;4-chloro-cis-2-pentene;104.57916;564.66;0.267;370.15
3561;4-chloro-trans-2-pentene;104.57916;564.66;0.267;370.15
3562;4-chloroheptane;134.6488;621.08;0.418;417.15
3563;4-decanol;158.28408;633.05;0.883;483.15
3564;4-decanone;156.2682;656.59;0.612;479.65
3565;4-decene;140.2688;616.98;0.457;443.75
3566;4-decyne;138.25292;642.22;0.417;443.65
3567;4-dodecanone;184.32196;687.46;0.691;519.25
3568;4-ethenyl-1,2-dimethylbenzene;132.20528;679.34;0.375;465.57
3569;4-ethyl-(1-thiaethyl)-benzene;152.26028;737.59;0.416;505.76
3570;4-ethyl-1-hexanol;130.23032;608.64;0.806;453
3571;4-ethyl-1-hexene;112.21504;555.81;0.357;383.15
3572;4-ethyl-1-methyloctylamine;171.32624;664.56;0.606;493.99
3573;4-ethyl-2,2-dimethylhexane;142.28468;594.6;0.384;420.16
3574;4-ethyl-2,3-dimethylhexane;142.28468;617.3;0.384;434.06
3575;4-ethyl-2,4-dimethylhexane;142.28468;620.9;0.383;434.26
3576;4-ethyl-2-hexanol;130.23032;595.71;0.773;441
3577;4-ethyl-2-methylheptane;142.28468;601.8;0.424;429.36
3578;4-ethyl-2-methylhexane;128.2578;580;0.386;406.96
3579;4-ethyl-2-methylpyridine;121.18208;653;0.376;452.15
3580;4-ethyl-3,3-dimethylhexane;142.28468;625.7;0.358;436.06
3581;4-ethyl-3-hexanol;130.23032;590.5;0.773;437.15
3582;4-ethyl-3-methylheptane;142.28468;614.3;0.41;435.36
3583;4-ethyl-4-heptanol;144.2572;605.58;0.78;452.15
3584;4-ethyl-4-isopropylheptane;170.33844;648.03;0.461;473.15
3585;4-ethyl-4-methylheptane;142.28468;615.7;0.39;433.96
3586;4-ethyl-4-octanol;158.28408;616.17;0.819;466
3587;4-ethyl-4-propylheptane;170.33844;640.2;0.489;470.15
3588;4-ethyl-bibenzyl;210.31892;771;0.578;565.15
3589;4-ethyl-cis-2-hexene;112.21504;562.03;0.347;386.15
3590;4-ethyl-m-xylene;134.22116;665;0.414;461.59
3591;4-ethyl-o-xylene;134.22116;667;0.411;462.93
3592;4-ethyl-trans-2-hexene;112.21504;562.03;0.347;386.15
3593;4-ethylbiphenyl;182.26516;806;0.427;556.15
3594;4-ethylcyclohexene;110.19916;611.67;0.285;406.15
3595;4-ethylcyclopentene;96.17228;566.02;0.27;371.36
3596;4-ethyldecane;170.33844;642.63;0.548;477.15
3597;4-ethyldiphenylmethane;196.29204;793.82;0.522;570.18
3598;4-ethylheptane;128.2578;584.95;0.416;414.36
3599;4-ethylnonane;156.31156;624.66;0.507;457.15
3600;4-ethyloctane;142.28468;609.6;0.443;436.8
3601;4-ethylpyridine;107.1552;668.2;0.344;442.35
3602;4-ethylthiacyclohexane;130.25416;646.42;0.288;426.94
3603;4-fluoro-1-butene;74.0979832;441.88;0.261;286.87
3604;4-fluoro-1-pentene;88.1248632;469.68;0.276;309.31
3605;4-fluoro-2-methyl-1-butene;88.1248632;469.43;0.281;309.63
3606;4-fluoro-3-methyl-1-butene;88.1248632;469.68;0.276;309.31
3607;4-fluoro-cis-2-pentene;88.1248632;482.91;0.266;316.79
3608;4-fluoro-trans-2-pentene;88.1248632;482.91;0.266;316.79
3609;4-formylbenzoic acid;150.13384;966;0.817;702
3610;4-heptanamine;115.21872;565.35;0.409;412.65
3611;4-heptanol;116.20344;583.1;0.764;427.85
3612;4-heptanone;114.18756;602;0.412;417.15
3613;4-heptyl acetate;158.24072;643.9;0.499;444.15
3614;4-heptylphenol;192.3012;760.33;0.61;429.15
3615;4-hydroxybutraldehyde;88.10632;599;0.84;432
3616;4-iodo-1-butene;182.00405;619.52;0.252;400
3617;4-iodo-1-pentene;196.03093;615.43;0.267;403.18
3618;4-iodo-2-methyl-1-butene;196.03093;624.84;0.271;410
3619;4-iodo-3-methyl-1-butene;196.03093;615.43;0.267;403.18
3620;4-iodo-cis-2-pentene;196.03093;629.33;0.257;410.66
3621;4-iodo-trans-2-pentene;196.03093;629.33;0.257;410.66
3622;4-iodoheptane;226.10057;646.56;0.816;477.1
3623;4-isobutylaniline;149.23584;690;0.69;510.15
3624;4-isobutylphenol;150.22056;733.21;0.51;510.15
3625;4-isobutylstyrene;160.25904;735;0.463;524
3626;4-isopentylphenol;164.24744;751;0.569;528.15
3627;4-isopropyl-1-methylcyclopentene;124.22604;626.53;0.359;415.65
3628;4-isopropyl-4-heptanol;158.28408;615.36;0.788;463.15
3629;4-isopropylaniline;135.20896;705.58;0.413;498.15
3630;4-isopropylheptane;142.28468;607.6;0.416;432.06
3631;4-isopropylnonane;170.33844;638.02;0.519;471.15
3632;4-isopropyloctane;156.31156;620.12;0.478;451.15
3633;4-isopropylphenol;136.19368;736.3;0.464;502.35
3634;4-isopropylpyridine;121.18208;653;0.376;451.15
3635;4-methoxybenzeneacetic acid;166.1766;768;0.898;564
3636;4-methyl-(1-thiaethyl)-benzene;138.2334;729.78;0.371;490.15
3637;4-methyl-(1-thiapropyl)-benzene;152.26028;719.2;0.416;493.15
3638;4-methyl-1,1-diphenylethane;196.29204;789.13;0.491;563.15
3639;4-methyl-1,2-diphenylethane;196.29204;781.25;0.522;561.15
3640;4-methyl-1,2-pentadiene;82.1454;528.04;0.237;343.15
3641;4-methyl-1,3-pentadiene;82.1454;535.66;0.241;349.45
3642;4-methyl-1-heptanol;130.23032;613.14;0.806;456.35
3643;4-methyl-1-heptene;112.21504;559.87;0.357;385.95
3644;4-methyl-1-hexanol;116.20344;608.04;0.764;446.15
3645;4-methyl-1-hexanol, (±);116.20344;587.2;0.709;446.15
3646;4-methyl-1-hexene;98.18816;534;0.302;359.88
3647;4-methyl-1-hexylamine;115.21872;565.35;0.409;426.15
3648;4-methyl-1-hexyne;96.17228;551.35;0.27;364.15
3649;4-methyl-1-nonanol;158.28408;638.09;0.883;489.15
3650;4-methyl-1-octanol;144.2572;627.23;0.846;473
3651;4-methyl-1-pentanol;102.17656;603.5;0.591;424.95
3652;4-methyl-1-pentene;84.16128;496;0.239;327.01
3653;4-methyl-1-pentyne;82.1454;518.2;0.226;334.32
3654;4-methyl-1H-indene;130.1894;693.5;0.332;482.15
3655;4-methyl-2-ethyl-1-hexanol;144.2572;623.87;0.814;468.15
3656;4-methyl-2-ethyl-1-pentanol;130.23032;607.39;0.773;449.65
3657;4-methyl-2-ethyl-1-pentene;112.21504;559.75;0.332;383.45
3658;4-methyl-2-ethylphenol;136.19368;719.75;0.495;495.55
3659;4-methyl-2-heptanol;130.23032;600.77;0.773;444.75
3660;4-methyl-2-hexanamine;115.21872;565.35;0.409;405.65
3661;4-methyl-2-hexanol;116.20344;581.44;0.731;424.15
3662;4-methyl-2-hexanone;114.18756;592.42;0.451;412.15
3663;4-methyl-2-hexyne;96.17228;568.05;0.25;372.69
3664;4-methyl-2-isobutyl-1-pentanol;158.28408;629.93;0.822;477.15
3665;4-methyl-2-isopropyl-1-hexanol;158.28408;625.97;0.822;474.15
3666;4-methyl-2-isopropyl-1-pentanol;144.2572;615.26;0.784;460.15
3667;4-methyl-2-isopropylphenol;150.22056;719.35;0.509;501.15
3668;4-methyl-2-pentanol;102.17656;574.4;0.573;404.85
3669;4-methyl-2-pentanone;100.16068;574.6;0.356;389.15
3670;4-methyl-2-pentene;84.16128;506.59;0.25;330.35
3671;4-methyl-2-pentyne;82.1454;540.58;0.206;346.28
3672;4-methyl-2-propyl-1-hexanol;158.28408;633.27;0.852;481.15
3673;4-methyl-2-propyl-1-pentanol;144.2572;620.94;0.813;465.15
3674;4-methyl-2-propylphenol;150.22056;780.8;0.541;547.87
3675;4-methyl-2-thiahexane;118.24316;610.4;0.351;413.15
3676;4-methyl-2-thiapentane;104.21628;585;0.271;385.65
3677;4-methyl-3,3-diethylheptane;170.33844;654.88;0.461;478.15
3678;4-methyl-3,4-diethylheptane;170.33844;649.4;0.461;474.15
3679;4-methyl-3,5-diethylheptane;170.33844;644.34;0.491;473.15
3680;4-methyl-3-ethyl-1-pentanol;130.23032;605.16;0.773;448
3681;4-methyl-3-ethyl-1-pentene;112.21504;556.43;0.327;380.65
3682;4-methyl-3-ethyl-2-pentanol;130.23032;593.79;0.741;437.15
3683;4-methyl-3-ethyl-3-hexanol;144.2572;608.58;0.748;452
3684;4-methyl-3-ethyl-cis-2-pentene;112.21504;570.01;0.322;389.15
3685;4-methyl-3-ethyl-trans-2-pentene;112.21504;567.52;0.322;387.45
3686;4-methyl-3-ethylnonane;170.33844;640.72;0.519;473.15
3687;4-methyl-3-ethyloctane;156.31156;626.99;0.478;456.15
3688;4-methyl-3-ethylphenol;136.19368;739.51;0.495;509.15
3689;4-methyl-3-heptanol;130.23032;578.89;0.773;428.55
3690;4-methyl-3-heptene;112.21504;564.74;0.328;394.15
3691;4-methyl-3-hexanol;116.20344;578.7;0.731;422.15
3692;4-methyl-3-hexanone;114.18756;588.11;0.451;409.15
3693;4-methyl-3-octanol;144.2572;611.68;0.814;459
3694;4-methyl-3-octanone;142.24132;629.65;0.541;456.62
3695;4-methyl-3-propylphenol;150.22056;780.8;0.541;547.87
3696;4-methyl-3-thiahexane;118.24316;601.01;0.351;406.8
3697;4-methyl-4-ethylnonane;170.33844;642.92;0.489;472.15
3698;4-methyl-4-ethyloctane;156.31156;626.62;0.448;453.15
3699;4-methyl-4-heptanol;130.23032;589.8;0.738;434.25
3700;4-methyl-4-isopropylheptane;156.31156;630.56;0.419;453.15
3701;4-methyl-4-isopropyloctane;170.33844;645.29;0.461;471.15
3702;4-methyl-4-nonanol;158.28408;637.32;0.819;482
